brand|cpu|graphics|hd|lastUpdated|link|model|price|ram|screenSize|store|title|upc
Lenovo|Intel Celeron|""|64GB eMMC Flash Memory|2019-09-28 07:06|https://www.bestbuy.com//site/lenovo-ideapad-130s-11-6-laptop-intel-celeron-4gb-memory-64gb-emmc-flash-memory-mineral-gray/6331986.p?skuId=6331986|81KT000AUS|209.99|4|11.6|Bestbuy|"Lenovo - IdeaPad 130S 11.6'" Laptop - Intel Celeron - 4GB Memory - 64GB eMMC Flash Memory - Mineral Gray"|6131501
||||2019-09-28 07:06|https://www.bestbuy.com//site/microsoft-surface-pro-6-12-3-touch-screen-intel-core-i5-8gb-memory-256gb-solid-state-drive-with-keyboard-black/6306014.p?skuId=6306014|LJM-00028|-1|||Bestbuy|"Microsoft - Surface Pro 6 - 12.3'" Touch Screen - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - With Keyboard - Black"|6358843
Dell|Intel Core i7|GeForce MX250|512GB SSD + Optane|2019-09-28 07:06|https://www.bestbuy.com//site/dell-inspiron-15-6-7000-2-in-1-4k-ultra-hd-touch-screen-laptop-intel-core-i7-16gb-geforce-mx250-512gb-ssd-optane-black/6339275.p?skuId=6339275|I7590-7117BLK-PUS|1499.99|""|15.6|Bestbuy|"Dell - Inspiron 15.6'" 7000 2-in-1 4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 16GB - GeForce MX250 - 512GB SSD + Optane - Black"|6359610
Apple|"13'" Display"|""|128GB Flash Storage|2019-09-28 07:06|https://www.bestbuy.com//site/apple-macbook-pro-13-display-intel-core-i5-8-gb-memory-128gb-flash-storage-silver/5721726.p?skuId=5721726|MPXR2LL/A|999.99|""|""|Bestbuy|"Apple - MacBook Pro® - 13'" Display - Intel Core i5 - 8 GB Memory - 128GB Flash Storage - Silver"|6364575
Lenovo|Snapdragon 850|""|128GB Solid State Drive (Verizon)|2019-09-28 07:06|https://www.bestbuy.com//site/lenovo-yoga-c630-wos-2-in-1-13-3-touch-screen-laptop-snapdragon-850-8gb-memory-128gb-solid-state-drive-verizon-iron-gray/6323660.p?skuId=6323660|81JL0018US|599.99|8|13.3|Bestbuy|"Lenovo - Yoga C630 WOS 2-in-1 13.3'" Touch-Screen Laptop - Snapdragon 850 - 8GB Memory - 128GB Solid State Drive (Verizon) - Iron Gray"|6323662
Samsung|AMD Ryzen 5|""|256GB Solid State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/samsung-notebook-7-spin-2-in-1-15-6-touch-screen-laptop-amd-ryzen-5-8gb-memory-256gb-solid-state-drive-black-garnet/6334769.p?skuId=6334769|NP750QUB-K01US|799.99|8|15.6|Bestbuy|"Samsung - Notebook 7 Spin 2-in-1 15.6'" Touch-Screen Laptop - AMD Ryzen 5 - 8GB Memory - 256GB Solid State Drive - Black Garnet"|6364580
Acer|Intel Celeron|""|16GB eMMC Flash Memory|2019-09-28 07:06|https://www.bestbuy.com//site/acer-15-6-refurbished-chromebook-intel-celeron-2gb-memory-16gb-emmc-flash-memory-granite-gray/6202723.p?skuId=6202723|NX.GHJAA.007|133|2|15.6|Bestbuy|"Acer - 15.6'" Refurbished Chromebook - Intel Celeron - 2GB Memory - 16GB eMMC Flash Memory - Granite Gray"|6376417
ASUS|Intel Core i7|NVIDIA GeForce GTX 1050|1TB Hard Drive + 256GB SSD|2019-09-28 07:06|https://www.bestbuy.com//site/asus-17-3-gaming-laptop-intel-core-i7-16gb-memory-nvidia-geforce-gtx-1050-1tb-hard-drive-256gb-ssd-metal-star-gray/6333152.p?skuId=6333152|N705FDES76|1099.99|16|17.3|Bestbuy|"ASUS - 17.3'" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1050 - 1TB Hard Drive + 256GB SSD - Metal Star Gray"|6296005
Dell|Intel Core i7|""|2TB Hard Drive|2019-09-28 07:06|https://www.bestbuy.com//site/dell-inspiron-17-3-laptop-intel-core-i7-16gb-memory-2tb-hard-drive-black/6347449.p?skuId=6347449|I3780-7766BLK-PUS|849.99|16|17.3|Bestbuy|"Dell - Inspiron 17.3'" Laptop - Intel Core i7 - 16GB Memory - 2TB Hard Drive - Black"|6333152
ASUS|Intel Celeron|""|64GB eMMC Flash Memory|2019-09-28 07:06|https://www.bestbuy.com//site/asus-15-6-chromebook-intel-celeron-4gb-memory-64gb-emmc-flash-memory-silver/6358061.p?skuId=6358061|C523NA-BCLN6|269|4|15.6|Bestbuy|"ASUS - 15.6'" Chromebook - Intel Celeron - 4GB Memory - 64GB eMMC Flash Memory - Silver"|6374412
ASUS|Intel Core i7|""|512GB SSD|2019-09-28 07:06|https://www.bestbuy.com//site/asus-zenbook-s-ux391fa-13-3-4k-ultra-hd-touch-screen-laptop-intel-core-i7-16gb-memory-512gb-ssd-deep-dive-blue/6329960.p?skuId=6329960|UX391FAXH74T|1499.99|16|13.3|Bestbuy|"ASUS - ZenBook S UX391FA 13.3'" 4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB SSD - Deep Dive Blue"|6307206
Apple|Intel Core i5|""|500GB Hard Drive|2019-09-28 07:06|https://www.bestbuy.com//site/apple-macbook-pro-13-3-refurbished-laptop-intel-core-i5-16gb-memory-500gb-hard-drive-silver/6136400.p?skuId=6136400|MD313LL/A16|679.99|16|13.3|Bestbuy|"Apple - Macbook Pro® 13.3'" Refurbished Laptop - Intel Core i5 - 16GB Memory - 500GB Hard Drive - Silver"|6344885
Acer|Intel Core i5|""|1TB Hard Drive|2019-09-28 07:06|https://www.bestbuy.com//site/acer-aspire-5-15-6-refurbished-laptop-intel-core-i5-4gb-memory-1tb-hard-drive-obsidian-black/6307209.p?skuId=6307209|NX.H1CAA.001|444.99|4|15.6|Bestbuy|"Acer - Aspire 5 15.6'" Refurbished Laptop - Intel Core i5 - 4GB Memory - 1TB Hard Drive - Obsidian Black"|6345092
ASUS|Intel Core i5|""|256GB Solid State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/asus-vivobook-14-laptop-intel-core-i5-8gb-memory-256gb-solid-state-drive-metal-silver/6360987.p?skuId=6360987|S412FAXB51|699.99|8|14.0|Bestbuy|"ASUS - VivoBook 14'" Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Metal Silver"|6344882
HP|Intel Core i5|""|256GB Solid State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/hp-pavilion-x360-2-in-1-15-6-touch-screen-laptop-intel-core-i5-8gb-memory-256gb-solid-state-drive-hp-finish-in-natural-silver/6344770.p?skuId=6344770|15-DQ0077NR|799.99|8|15.6|Bestbuy|"HP - Pavilion x360 2-in-1 15.6'" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - HP Finish In Natural Silver"|6219230
HP|Intel Core i5|""|120GB Solid State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/hp-elitebook-12-5-refurbished-laptop-intel-core-i5-8gb-memory-120gb-solid-state-drive-silver/6297020.p?skuId=6297020|820 G1-31268|252.99|8|12.5|Bestbuy|"HP - EliteBook 12.5'" Refurbished Laptop - Intel Core i5 - 8GB Memory - 120GB Solid State Drive - Silver"|6345084
Apple|Intel Core M|""|256GB Solid State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/apple-macbook-12-refurbished-laptop-intel-core-m-8gb-memory-256gb-solid-state-drive-silver/5722607.p?skuId=5722607|MF855LL/A|879.99|8|12.0|Bestbuy|"Apple - Macbook® 12'" Refurbished Laptop - Intel Core M - 8GB Memory - 256GB Solid State Drive - Silver"|6342905
Acer|Intel Atom x5|""|32GB eMMC Flash Memory|2019-09-28 07:06|https://www.bestbuy.com//site/acer-11-6-chromebook-intel-atom-x5-4gb-memory-32gb-emmc-flash-memory-white/6359944.p?skuId=6359944|CB313219N7|219.99|4|11.6|Bestbuy|"Acer - 11.6'" Chromebook - Intel Atom x5 - 4GB Memory - 32GB eMMC Flash Memory - White"|6351543
ASUS|Intel Core i7|""|256GB Solid State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/asus-zenbook-s-ux391ua-13-3-laptop-intel-core-i7-8gb-memory-256gb-solid-state-drive-burgundy-red-glass-burgundy-red-metal/6297122.p?skuId=6297122|UX391UAXB71R|1122.99|8|13.3|Bestbuy|"ASUS - ZenBook S UX391UA 13.3'" Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Burgundy Red Glass, Burgundy Red Metal"|6374414
Acer|AMD A4-Series|""|32GB eMMC Flash Memory|2019-09-28 07:06|https://www.bestbuy.com//site/acer-15-6-chromebook-amd-a4-series-4gb-memory-32gb-emmc-flash-memory-silver/6329236.p?skuId=6329236|CB3152H25TX|279.99|4|15.6|Bestbuy|"Acer - 15.6'" Chromebook - AMD A4-Series - 4GB Memory - 32GB eMMC Flash Memory - Silver"|6301722
HP|Intel Core i7|NVIDIA GeForce GTX 1650|256GB Solid State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/hp-omen-by-hp-15-6-gaming-laptop-intel-core-i7-8gb-memory-nvidia-geforce-gtx-1650-256gb-solid-state-drive-shadow-black-carbon-fiber-pattern/6356992.p?skuId=6356992|15-DC1010NR|1049.99|8|15.6|Bestbuy|"HP - OMEN by HP 15.6'" Gaming Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Shadow Black, Carbon Fiber Pattern"|6348800
CyberPowerPC|Intel Core i7|NVIDIA GeForce GTX 1660 Ti|512GB Solid State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/cyberpowerpc-tracer-iii-17-3-gaming-laptop-intel-core-i7-8gb-memory-nvidia-geforce-gtx-1660-ti-512gb-solid-state-drive-black/6350577.p?skuId=6350577|GT417SVR150|1369.99|8|17.3|Bestbuy|"CyberPowerPC - Tracer III 17.3'" Gaming Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GTX 1660 Ti - 512GB Solid State Drive - Black"|6318276
CyberPowerPC|Intel Core i7|NVIDIA GeForce GTX 1660 Ti|240GB Solid State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/cyberpowerpc-tracer-iii-15-6-gaming-laptop-intel-core-i7-8gb-memory-nvidia-geforce-gtx-1660-ti-240gb-solid-state-drive-black/6350581.p?skuId=6350581|GT415SVR100|1269.99|8|15.6|Bestbuy|"CyberPowerPC - Tracer III 15.6'" Gaming Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GTX 1660 Ti - 240GB Solid State Drive - Black"|6375336
Dell|Intel Core i7|""|256GB Solid State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/dell-xps-2-in-1-13-4-touch-screen-laptop-intel-core-i7-8gb-memory-256gb-solid-state-drive-platinum-silver-with-black-interior/6379243.p?skuId=6379243|XPS7390-7893SLV-PUS|1429.99|8|13.4|Bestbuy|"New!Dell - XPS 2-in-1 13.4'" Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Platinum Silver With Black Interior"|6366938
||||2019-09-28 07:06|https://www.bestbuy.com//site/hp-folio-14-refurbished-laptop-intel-core-i5-6gb-memory-500gb-hard-drive-silver/5514208.p?skuId=5514208|9470M-1036|316.99|||Bestbuy|"HP - Folio 14'" Refurbished Laptop-Intel Core i5-6GB Memory - 500GB Hard Drive - Silver"|6377160
Gigabyte Technology|Intel Core i7|NVIDIA GeForce RTX 2060|512GB Solid State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/gigabyte-technology-15-6-gaming-laptop-intel-core-i7-16gb-memory-nvidia-geforce-rtx-2060-512gb-solid-state-drive-black/6349950.p?skuId=6349950|AORUS 15-WA-F74ADW|1692.99|16|15.6|Bestbuy|"Gigabyte Technology - 15.6'" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2060 - 512GB Solid State Drive - Black"|6378057
Dell|Intel Core i5|""|480GB Solid State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/dell-latitude-14-refurbished-laptop-intel-core-i5-8gb-memory-480gb-solid-state-drive-silver/6297007.p?skuId=6297007|E6440-31254|386.99|8|14.0|Bestbuy|"Dell - Latitude 14'" Refurbished Laptop - Intel Core i5 - 8GB Memory - 480GB Solid State Drive - Silver"|5581198
Lenovo|Intel Core i7|NVIDIA GeForce GTX 1050|1TB Hard Drive|2019-09-28 07:06|https://www.bestbuy.com//site/lenovo-ideapad-330-17ich-17-3-gaming-laptop-intel-core-i7-12gb-memory-nvidia-geforce-gtx-1050-1tb-hard-drive-onyx-black/6379954.p?skuId=6379954|81FL0066US|949.99|12|17.3|Bestbuy|"New!Lenovo - IdeaPad 330-17ICH 17.3'" Gaming Laptop - Intel Core i7 - 12GB Memory - NVIDIA GeForce GTX 1050 - 1TB Hard Drive - Onyx Black"|6162944
Gigabyte Technology|Intel Core i7|NVIDIA GeForce RTX 2070|2TB Hard Drive + 512GB SSD|2019-09-28 07:06|https://www.bestbuy.com//site/gigabyte-technology-15-6-gaming-laptop-intel-core-i7-16gb-memory-nvidia-geforce-rtx-2070-2tb-hard-drive-512gb-ssd-black/6349949.p?skuId=6349949|AORUS 15-XA-F74CDW|2099.99|16|15.6|Bestbuy|"Gigabyte Technology - 15.6'" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2070 - 2TB Hard Drive + 512GB SSD - Black"|6379946
Dell|Intel Core i5|""|256GB Solid State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/dell-latitude-12-5-refurbished-laptop-intel-core-i5-4gb-memory-256gb-solid-state-drive-black/6297028.p?skuId=6297028|E7240-31114|339.99|4|12.5|Bestbuy|"Dell - Latitude 12.5'" Refurbished Laptop - Intel Core i5 - 4GB Memory - 256GB Solid State Drive - Black"|6307208
Dell|Intel Celeron|""|16GB eMMC Flash Memory|2019-09-28 07:06|https://www.bestbuy.com//site/dell-11-6-chromebook-intel-celeron-4gb-memory-16gb-emmc-flash-memory/6357749.p?skuId=6357749|CRM31000VM5R|259.99|4|11.6|Bestbuy|"Dell - 11.6'" Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory"|6297039
Dell|Intel Core i5|""|750GB Hard Drive|2019-09-28 07:06|https://www.bestbuy.com//site/dell-latitude-14-refurbished-laptop-intel-core-i5-8gb-memory-750gb-hard-drive-black/5514200.p?skuId=5514200|E6430-0374|305.99|8|14.0|Bestbuy|"Dell - Latitude 14'" Refurbished Laptop - Intel Core i5 - 8GB Memory - 750GB Hard Drive - Black"|6307197
Dell|Intel Core i5|""|500GB Hard Drive|2019-09-28 07:06|https://www.bestbuy.com//site/dell-latitude-14-laptop-intel-core-i5-4gb-memory-500gb-hard-drive/6350592.p?skuId=6350592|LATI34001PP48|640.99|4|14.0|Bestbuy|"Dell - Latitude 14'" Laptop - Intel Core i5 - 4GB Memory - 500GB Hard Drive"|6309144
Lenovo|Intel Core i7- 8GB Memory|Black|Black|2019-09-28 07:06|https://www.bestbuy.com//site/lenovo-thinkpad-t480s-14-laptop-intel-core-i7-8gb-memory-256gb-solid-state-drive-black/6371558.p?skuId=6371558|20L7005FUS|1619.99|8|14.0|Bestbuy|"New!Lenovo - ThinkPad T480s 14'" Laptop - Intel Core i7- 8GB Memory - 256GB Solid State Drive - Black"|6346211
Dell|Intel Core i7|""|512GB Solid State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/dell-precision-15-6-laptop-intel-core-i7-16gb-memory-512gb-solid-state-drive/6330754.p?skuId=6330754|PRM7530SBR29|3577.99|16|15.6|Bestbuy|"Dell - Precision 15.6'" Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive"|5373600
HP|Intel Core i7|""|180GB Solid State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/hp-elitebook-folio-14-refurbished-laptop-intel-core-i7-8gb-memory-180gb-solid-state-drive-silver/6320467.p?skuId=6320467|FOLIO 9480M-31370|345.99|8|14.0|Bestbuy|"HP - EliteBook Folio 14'" Refurbished Laptop - Intel Core i7 - 8GB Memory - 180GB Solid State Drive - Silver"|6219240
ASUS|Intel Core i5|""|512GB Solid State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/asus-vivobook-s15-15-6-laptop-intel-core-i5-8gb-memory-512gb-solid-state-drive-green/6360992.p?skuId=6360992|S532FADB55GN|799.99|8|15.6|Bestbuy|"ASUS - VivoBook S15 15.6'" Laptop - Intel Core i5 - 8GB Memory - 512GB Solid State Drive - Green"|6320447
HP|Intel Core i7|""|500GB Solid State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/hp-14-refurbished-laptop-intel-core-i7-16gb-memory-500gb-solid-state-drive-black/6320511.p?skuId=6320511|ZBOOK 14-30948|595.99|16|14.0|Bestbuy|"HP - 14'" Refurbished Laptop - Intel Core i7 - 16GB Memory - 500GB Solid State Drive - Black"|6301731
HP|Intel Core i5|""|180GB Solid State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/hp-elitebook-folio-14-refurbished-laptop-intel-core-i5-8gb-memory-180gb-solid-state-drive-black/5831500.p?skuId=5831500|9470M-1545|299.99|8|14.0|Bestbuy|"HP - EliteBook Folio 14'" Refurbished Laptop - Intel Core i5 - 8GB Memory - 180GB Solid State Drive - Black"|6348067
Lenovo|Intel Core i5|""|500GB Hard Drive|2019-09-28 07:06|https://www.bestbuy.com//site/lenovo-thinkpad-14-refurbished-laptop-intel-core-i5-8gb-memory-500gb-hard-drive-black/5581178.p?skuId=5581178|T430I525850010-REFURBISHED|326.99|8|14.0|Bestbuy|"Lenovo - ThinkPad 14'" Refurbished Laptop - Intel Core i5 - 8GB Memory - 500GB Hard Drive - Black"|6252012
Acer|Intel Core i7|""|512GB Solid-State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/acer-travelmate-x3-14-laptop-intel-core-i7-8gb-memory-512gb-solid-state-drive/6320932.p?skuId=6320932|NX.VHJAA.005|1257.99|8|14.0|Bestbuy|"Acer - TravelMate X3 14'" Laptop - Intel Core i7 - 8GB Memory - 512GB Solid-State Drive"|6344745
Lenovo|AMD Ryzen 5|""|256GB Solid-State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/lenovo-thinkpad-e595-15-6-laptop-amd-ryzen-5-8gb-memory-256gb-solid-state-drive-black/6355420.p?skuId=6355420|20NF0012US|741.99|8|15.6|Bestbuy|"New!Lenovo - ThinkPad E595 15.6'" Laptop - AMD Ryzen 5 - 8GB Memory - 256GB Solid-State Drive - Black"|6219218
Acer|Intel Core i5|""|256GB Solid-State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/acer-travelmate-x3-14-laptop-intel-core-i5-8gb-memory-256gb-solid-state-drive/6347420.p?skuId=6347420|TMX3410M5608|999.99|8|14.0|Bestbuy|"Acer - TravelMate X3 14'" Laptop - Intel Core i5 - 8GB Memory - 256GB Solid-State Drive"|6349942
Dell|Intel Core i5|""|240GB Solid State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/dell-latitude-14-laptop-intel-core-i5-8gb-memory-240gb-solid-state-drive-pre-owned-black/6219223.p?skuId=6219223|E5440-1555|339.99|8|14.0|Bestbuy|"Dell - Latitude 14'" Laptop - Intel Core i5 - 8GB Memory - 240GB Solid State Drive - Pre-Owned - Black"|6355811
Razer|Intel Core i7|NVIDIA GeForce RTX 2060|512GB Solid State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/razer-blade-15-6-gaming-laptop-intel-core-i7-16gb-memory-nvidia-geforce-rtx-2060-512gb-solid-state-drive-mercury-white-cnc-aluminum/6320759.p?skuId=6320759|RZ09-02886EM2-R3U1|-1|16|15.6|Bestbuy|"Razer - Blade 15.6'" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2060 - 512GB Solid State Drive - Mercury White CNC Aluminum"|6320434
LG|Intel Core i7|""|2 x 512GB Solid State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/lg-gram-15-6-touch-screen-laptop-intel-core-i7-16gb-memory-2-x-512gb-solid-state-drive-dark-silver/6269120.p?skuId=6269120|15Z980-R.AAS9U1|-1|16|15.6|Bestbuy|"LG - gram 15.6'" Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 2 x 512GB Solid State Drive - Dark Silver"|6266600
Dell|Intel Core i7|NVIDIA GeForce GTX 1070|2TB Hard Drive + 256GB Solid State Drive|2019-09-28 07:06|https://www.bestbuy.com//site/dell-xps-desktop-intel-core-i7-16gb-memory-nvidia-geforce-gtx-1070-2tb-hard-drive-256gb-solid-state-drive-silver/6311667.p?skuId=6311667|XPS8930-7819SLV-OUS|-1|16|""|Bestbuy|Dell - XPS Desktop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 2TB Hard Drive + 256GB Solid State Drive - Silver|6269100
HP|Intel Ci5-3210M||500|2019-09-28 07:08|https://www.frys.com/product/9800005?site=sr:SEARCH:MAIN_RSLT_PG|PB6470BCi5-3210M|399|8|14.0|Fry's|"HP PB 6470B 14'" Refurbished Laptop With Intel Ci5-3210M Processor, 8GB Memory, 500GB Hard Drive, DVD-ROM, Windows 10"|696897751172
Lenovo|Intel Ci5-2520M||160|2019-09-28 07:08|https://www.frys.com/product/9831155?site=sr:SEARCH:MAIN_RSLT_PG|TPX220i5-2520M|349|4|12.5|Fry's|"Lenovo TP X220 12.5'" Refurbished Laptop With Intel Ci5-2520M Processor, 4GB Memory, 160GB Hard Drive, Windows 10"|696897752902
HP|Intel Core i5-3230M||320|2019-09-28 07:08|https://www.frys.com/product/9647583?site=sr:SEARCH:MAIN_RSLT_PG|8470PCi5-3230M|399|8|14.0|Fry's|"HP 8470P 14'" Refurbished Laptop with Intel Core i5-3230M Processor 8GB Memory, 320GB Hard Drive,DVD, Windows 10 **90 Days Warranty**"|696897734717
Lenovo|Intel Ci5-4300u||500|2019-09-28 07:08|https://www.frys.com/product/9914966?site=sr:SEARCH:MAIN_RSLT_PG|TPX240i5-4300U|399|8|12.5|Fry's|"Lenovo TP X240 12.5'" Refurbished Laptop With Intel Ci5-4300u Processor, 8GB Memory, 500GB Hard Drive, Windows 10"|696897764264
Dell|Intel Ci5-4200M||512|2019-09-28 07:08|https://www.frys.com/product/9939176?site=sr:SEARCH:MAIN_RSLT_PG|E6440Ci5-4200M|599|16|14.0|Fry's|"Dell E6440 14'" Refurbished Laptop With Intel Ci5-4200M Processor, 16GB Memory, 512GB SSD, Windows 10"|724962745983
Lenovo|Ci5-2520M||250|2019-09-28 07:08|https://www.frys.com/product/9721554?site=sr:SEARCH:MAIN_RSLT_PG|T420Ci5-2520M|349|4|14.1|Fry's|"Lenovo T420 14.1'" Refurbished Laptop With Ci5-2520M Processor, 4GB Memory, 250GB Hard Drive and Windows 10"|696897743108
Lenovo|Intel Celeron N2840||16|2019-09-28 07:08|https://www.frys.com/product/9914956?site=sr:SEARCH:MAIN_RSLT_PG|N21CeleronN2840|167|4|11.6|Fry's|"Lenovo N21 11.6'" Refurbished Chromebook With Intel Celeron N2840 Processor, 4GB Memory, 16GB Storage, Chrome OS"|696897764257
Dell|Intel Ci5-4200U||128|2019-09-28 07:08|https://www.frys.com/product/9799944?site=sr:SEARCH:MAIN_RSLT_PG|E7440Ci5-4200U|499|8|14.0|Fry's|"Dell E7440 14'" Touchscreen Refurbished Laptop With Intel Ci5-4200U Processor, 8GB Memory, 128GB SSD, Windows 10"|696897751165
Lenovo|Intel Celeron 1007U||320|2019-09-28 07:08|https://www.frys.com/product/9797874?site=sr:SEARCH:MAIN_RSLT_PG|X131EIntel1007U|249|4|11.6|Fry's|"Lenovo X131E 11.6'" Refurbished Laptop With Intel Celeron 1007U Processor, 4GB Memory, 320GB Hard Drive, Windows 10 Home"|696897751226
Lenovo|Intel Ci5-3210M||240|2019-09-28 07:08|https://www.frys.com/product/9779764?site=sr:SEARCH:MAIN_RSLT_PG|TPT430i5-3210M|449|8|14.0|Fry's|"Lenovo Thinkpad T430 14'" Refurbished Laptop With Intel Ci5-3210M Processor, 8GB Memory, 240GB SSD, Windows 10 Pro"|696897750199
HP|Intel Ci5-520M||160|2019-09-28 07:08|https://www.frys.com/product/9911496?site=sr:SEARCH:MAIN_RSLT_PG|EB8440Pi5-520M|249|4|14.0|Fry's|"HP EB 8440P 14'" Refurbished Laptop With Intel Ci5-520M Processor, 4GB Memory, 160GB Hard Drive, DVD Rom, Windows 10"|696897763816
Dell|Intel Ci5-4300U||120|2019-09-28 07:08|https://www.frys.com/product/9831245?site=sr:SEARCH:MAIN_RSLT_PG|E5440i5-4300U|399|8|14.0|Fry's|"Dell E5440 14'" Refurbished Laptop With Intel Ci5-4300U Processor, 8GB Memory, 120GB SSD, Windows 10"|696897752919
HP|Intel Celeron N2840||16|2019-09-28 07:08|https://www.frys.com/product/9941276?site=sr:SEARCH:MAIN_RSLT_PG|ChromeBkG4N2840|149|2|11.6|Fry's|"HP G4 11.6'" Refurbished Chromebook With Intel Celeron N2840 Processor, 2GB Memory, 16GB SSD, Chrome OS"|724962748779
Lenovo|Intel Celeorn N2920||16|2019-09-28 07:08|https://www.frys.com/product/9914936?site=sr:SEARCH:MAIN_RSLT_PG|TP11eCel.N2920|149|4|11.6|Fry's|"Lenovo TP 11e 11.6'" Refurbished Chromebook With Intel Celeorn N2920 Processor, 4GB Memory, 16GB Storage, Chrome OS"|696897764240
HP|Intel Ci5-3427U||180|2019-09-28 07:08|https://www.frys.com/product/9647553?site=sr:SEARCH:MAIN_RSLT_PG|9470Ci5-3427U|399|8|14.0|Fry's|"HP 9470 14'" Refurbished Laptop With Intel Ci5-3427U Processor, 8GB Memory, 180GB SSD, Windows 10 **90 Days Warranty**"|696897734533
Dell|AMD Ryzen 5 2500U||1000|2019-09-28 07:08|https://www.frys.com/product/9922656?site=sr:SEARCH:MAIN_RSLT_PG|Insp.5000Ryzen5|599|8|15.6|Fry's|"Dell i5575-A217SLV-PUS 15.6'" FHD Laptop With AMD Ryzen 5 2500U Processor, 8GB Memory, 1TB Hard Drive, Windows 10"|884116293217
Lenovo|Intel Ci5-4300M||120|2019-09-28 07:08|https://www.frys.com/product/9841165?site=sr:SEARCH:MAIN_RSLT_PG|TPT440Pi5-4300M|349|8|14.0|Fry's|"Lenovo TP T440P 14'" Refurbished Laptop With Intel Ci5-4300M Processor, 8GB Memory, 120GB SSD, Windows 10"|696897751301
Lenovo|Intel Ci5-3320M||120|2019-09-28 07:08|https://www.frys.com/product/9841065?site=sr:SEARCH:MAIN_RSLT_PG|TPX230i5-3320M|279|4|12.5|Fry's|"Lenovo TP X230 12.5'" Refurbished Laptop With Intel Ci5-3320M Processor, 4GB Memory, 120GB SSD, Windows 10"|696897751325
Dell|AMD Ryzen5 3500U||""|2019-09-28 07:08|https://www.frys.com/product/9922666?site=sr:SEARCH:MAIN_RSLT_PG|Insp14Ryzen53500U|699|8|14.0|Fry's|"Dell i5485-A094SLV-PUS 14'" FHD Laptop With AMD Ryzen5 3500U Processor, 8GB Memory, 256GB SSD, Radeon Vega8 R5 Graphics, Windows 10"|884116315094
HP|Intel Ci7-8550U||1000|2019-09-28 07:08|https://www.frys.com/product/9914906?site=sr:SEARCH:MAIN_RSLT_PG|17-by0063i7-8550U|699|8|17.3|Fry's|"HP 17-by0063cl 17.3'" Refurbished Touchscreen Laptop With Intel Ci7-8550U Processor, 8GB Memory, 1TB Hard Drive, Windows 10 - Pale Gold & Ash Silver"|192545877015
HP|Intel Ci5-8250U||1000|2019-09-28 07:08|https://www.frys.com/product/9914926?site=sr:SEARCH:MAIN_RSLT_PG|15-da0021i5-8250U|599|8|15.6|Fry's|"HP 15-da0021cy 15.6'" Refurbished Touchscreen Laptop With Intel Ci5-8250U Processor, 8GB Memory, 16GB Optane Memory, 1TB Hard Drive, Windows 10 - Rose Gold"|193015924024
